DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Density_2000,All_Population_Density_2005,All_Population_Density_2010,All_Population_Density_2015,Aridity,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Global_Human_Footprint,Growing_Season_Length,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Malaria_2000,Malaria_2005,Malaria_2010,Malaria_2015,Nightlights_Composite,Potential_Evapotranspiration,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015
GH201400000029,GHGE71FL,GH,2014,29,GH2014DHS,34640.3125,39382.56641,44390.32031,2426.084592,2756.588482,3133.965058,3532.469451,9106.5,0.176318944,0.317602952,0.557726383,-9999,4676,4636,4639,4565,4900,5219,5234,59.85714286,12,0.086964303,0.147365878,0.563228565,0.390739352,0.30849719,0.480325699,0.304974735,4.946155294,1661.5,155232.9407,37595.42191,21865.69868,1580,1169,1543,1226,1180,1419,1032,0.10603523254394531,2,2,2,27.08300018,24.12400055,26.15299988,27.24699974,25.9810009,24.62100029,25.61700058,27.45999908,26.69000053,26.41300011,25.57900047,24.88899994,67.42857143,1026.632324,1081.168335,1131.446899,1165.951172,81.69680455,86.03664241,90.03768341,92.78344621
GH201400000030,GHGE71FL,GH,2014,30,GH2014DHS,32445.88477,36887.71875,41578.23047,90.89577532,103.2784589,117.4172556,132.3476181,7340.005464,0.00653693,0.007417421,0.021482229,4,3614.6,3616.6,3648.7,3653.7,3978.2,3939.5,3964.6,29.86376022,11.0,0.101911345,0.167570243,0.626276891,0.502974612,0.485075814,0.481903178,0.274833986,0.101677192,1689.710383,120723.9543,23130.89458,108706.8569,1485.666667,1143,1193.916667,1132.333333,1128.916667,1380.083333,917.3333333,0.672227744847699,0,0,0,27.52700043,24.45750046,26.13700104,27.94599915,26.4279995,24.74349976,25.50525093,28.10549927,26.90874863,26.41224861,25.5700016,24.98649979,194.1912568,25009.29688,28402.17383,32052.44141,35618.73438,79.60706443,90.40692719,102.0260898,113.3779529
GH201400000031,GHGE71FL,GH,2014,31,GH2014DHS,18217.33203,20711.28125,23344.85547,51.03508411,57.98756885,65.92605577,74.30898288,6961.82337,0.000234762,0.00094352,0.001772171,4.533333333,2985.1,2911,2996.3,3049.3,3328,3277,3300.1,31.15176152,9.0,0.20731355,0.314928772,0.861049592,0.577931341,0.477440961,0.516164939,0.339772797,0.004401235,1835.809783,63481.26656,45571.72608,4163.191326,1598.416667,1122.75,1508.083333,1265.333333,1056.333333,1453.083333,973.25,0.2953662457673446,0,0,0,29.43849945,25.7954998,27.29174995,29.58325005,27.90049934,26.19199944,27.06875038,29.98075104,28.41650009,27.96424866,27.2507515,26.54050064,317.6331522,16761.83203,19474.29297,22483.62305,25560.94922,53.35456846,61.98859979,71.56759494,81.36302837
GH201400000032,GHGE71FL,GH,2014,32,GH2014DHS,74461.38281,84655.125,95419.57031,208.6003802,237.0179429,269.465632,303.7299257,6359.638587,0.016068602,0.0198121,0.034979726,-9999,3060.3,3079.5,3004.7,3173.8,3404.5,3487.8,3458.5,27.06793478,10.0,0.248619834,0.281348614,0.78930081,0.436079947,0.429042149,0.292712975,0.134695625,0.110834961,1518.027174,13486.56776,85846.15173,11276.24928,927.5,843.6666667,1066.916667,734.5833333,879.5833333,1318.75,914.5,0.03287265093430229,1,1,1,28.70579224,25.49613647,27.88866577,28.77765808,27.79853516,25.98154602,26.87735596,29.04364319,28.10579529,27.80055237,26.89450989,26.26452942,216.6005435,85441.07813,89691.86719,93595.23438,96211.42188,271.9673985,285.4980804,297.922884,306.2504675
GH201400000033,GHGE71FL,GH,2014,33,GH2014DHS,37787.03906,42960.07422,48422.73047,105.8587771,120.279881,136.7461634,154.1343382,9733.588235,0.010960863,0.014519189,0.023563284,-9999,4288.1,4292.3,4360.3,4382.7,4604.3,4660.9,4734.5,27.37634409,12.0,0.189987395,0.244496006,0.707435093,0.503132757,0.36905899,0.477020518,0.328651873,0.017449994,1654.042781,118351.9924,65653.39955,40359.64737,1708.833333,1397.083333,1501.75,1384.416667,1399.5,1611.666667,1079.916667,1.0864248020763703,0,0,1,26.71949959,23.92024994,25.6677494,26.6894989,25.60624886,24.27324867,25.14925003,26.88274956,26.30324936,25.93999863,25.41925049,24.7357502,111.3770053,36586.65625,41969.66406,48028.75,54322.89453,116.4589439,133.5935899,152.8802595,172.9151438
GH201400000034,GHGE71FL,GH,2014,34,GH2014DHS,22059.53711,25079.48242,28268.50391,61.79885724,70.21768747,79.83047195,89.98144262,7585.859459,8.43E-05,0.00012121,0.000943188,-9999,2289.583333,2372.666667,2390.75,2639.416667,3104.666667,3103.666667,3177.75,21.25606469,11.0,0.213461737,0.269643129,0.787087647,0.469395501,0.214466793,0.45591729,0.290317535,0.002487989,1790.467568,60683.29065,28755.46546,1351.183919,1529.4,1226.5,1501.5,1048.6,1015.3,1324.2,958.2,0.3205210436386561,0,0,0,28.78300095,25.4470005,27.35275078,28.92399979,27.64249992,25.90550041,26.88199997,29.18249893,28.09875107,27.67250061,26.91025162,26.25925064,288.5956873,8167.012695,10332.79297,12990.73828,16082.6084,25.99640881,32.89030154,41.35080423,51.19253249
GH201400000035,GHGE71FL,GH,2014,35,GH2014DHS,104443.6094,118741.9141,133840.7188,7314.859413,8311.358355,9449.181291,10650.70599,5500.230769,0.857065105,0.858715057,0.856705856,-9999,1099,1123,1167,1458,1691,1656,1650,81,-9999,0.021546816,0.042120164,0.291170197,0.288260639,0.125967175,0.097609505,0.111099571,15.63405834,1439.538462,1541.694862,125096.0347,65687.8726,710,542,953,568,675,849,637,0.1093828786503185,3,3,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.615384615,86813.95313,103155.6719,121802.9219,141621.25,6908.434885,8208.867545,9692.768552,11269.86099
GH201400000036,GHGE71FL,GH,2014,36,GH2014DHS,4554.363281,5177.854492,5836.25293,318.9713933,362.4247144,412.0405685,464.4342515,9418.2,0.116282867,0.154108873,0.200923553,-9999,4593,4612,4692,4484,4676,4815,4785,32,11,0.034674584,0.108756164,0.57825814,0.488090813,0.350441188,0.494046897,0.364282429,1.823370465,1515.066667,42330.94656,33788.34589,106899.1713,1533,1175,1453,1184,1391,1559,1092,0.00965536137421926,2,2,2,27.72200012,24.83799934,26.98500061,27.57500076,26.69300079,25.34700012,26.21700096,27.76300049,27.42399979,27.05599976,26.31799889,25.74500084,88.33333333,1431.462158,1604.884033,1788.005615,1961.560059,113.9121391,127.7126135,142.284966,156.0959898
GH201400000037,GHGE71FL,GH,2014,37,GH2014DHS,42841.33594,48706.30078,54899.62891,120.0181831,136.3682077,155.0369706,174.7509463,10161.98645,0.00880543,0.012645577,0.015024623,-9999,4197.8,4216.1,4317.4,4196.8,4493.7,4649.7,4646.5,26.77506775,12.0,0.069053288,0.143702463,0.609630704,0.530682359,0.414346627,0.533237662,0.391996622,0.081459381,1527.086721,55605.34118,33184.41027,91306.75899,1664.8,1329.7,1546.2,1307.8,1557.7,1775.1,1177.5,0.5146106420170647,0,0,0,27.18175125,24.5189991,26.4849987,27.17849922,26.23424911,24.97475052,25.83499908,27.23750114,27.02299881,26.63275146,25.9260006,25.37149811,139.7913279,37527.48828,43343.20313,49818.11328,56468.59375,119.4537052,137.9657006,158.5759797,179.7451165
GH201400000038,GHGE71FL,GH,2014,38,GH2014DHS,9633.148438,10951.9248,12344.5332,674.6714034,766.5815957,871.5264841,982.3467395,9920,0.65893364,0.828622262,0.846306324,-9999,2184,2419,2587,3205,3959,3929,3901,72.06666667,-9999,0.014468455,0.05456545,0.327897348,0.446691424,0.409732968,0.278447658,0.206918046,9.985198474,1399.733333,4364.555707,70912.08151,165506.95,1268,1121,1237,900,1126,1302,938,0.01854044000307719,3,3,3,27.63076973,24.48653793,27.09038544,27.76922989,26.75,25.25192261,26.03653908,27.61538506,27.07500076,27.01730728,25.94038391,25.06730843,69.33333333,19855.04883,26134.1543,34182.8125,44026.4375,1580.014583,2079.68992,2720.181789,3503.512577
GH201400000039,GHGE71FL,GH,2014,39,GH2014DHS,34827.93359,39595.87109,44630.74219,2439.224511,2771.518894,3150.939305,3551.601617,5806.5,0.074227472,0.104670564,0.114754637,4,2166,2241,2328,2518,2691,2570,2656,32,8,0.141324828,0.152311026,0.542726522,0.582626939,0.491976678,0.494850993,0.25186491,1.61964035,1856.142857,115732.3055,72808.52041,66299.19382,1087,1027,1088,1135,957,1344,912,0.036106067044394355,0,0,0,30.9829998,25.83199883,26.85299873,30.30999947,27.55700111,26.43799973,27.52899933,31.70700073,29.375,28.33399963,27.81099892,26.41199875,35.28571429,561.7265015,697.8740234,861.5691528,1047.393311,44.70077469,55.53505024,68.56149474,83.3489114
GH201400000040,GHGE71FL,GH,2014,40,GH2014DHS,1375.425537,1563.720947,1762.55835,96.3299087,109.4528865,124.4369592,140.2599369,7964.5,0.031599842,0.032924421,0.030575154,-9999,4233,4353,4455,4275,4603,4865,4713,47.33333333,11,0.242404353,0.262346129,0.755171102,0.520396054,0.290222973,0.362918884,0.264759094,0.435808182,1699.5,41068.86197,63994.62864,9207.964573,1473,1372,1561,1074,1213,1491,1095,2.6551284790039062,0,0,0,27.62700081,24.80599976,26.52499962,28.11499977,26.78000069,25.13700104,25.91900063,28.39299965,27.09600067,26.73999977,25.91300011,25.40799904,38.875,551.8640747,640.9337769,740.5706787,843.5670776,43.9159477,51.00388939,58.93274211,67.12893511
GH201400000041,GHGE71FL,GH,2014,41,GH2014DHS,86008.71875,97783.28906,110217.0625,240.9497663,273.7742548,311.2538761,350.8318062,8448.329759,0.029320417,0.06835087,0.092578912,-9999,4135.666667,4170.222222,4313.222222,4347.333333,4483,4525.555556,4509.777778,32.87131367,10.0,0.000273319,0.052245185,0.49017927,0.519458294,0.404304436,0.4897292,0.37495075,0.202200907,1451.713137,15317.19469,28090.04752,130863.4852,1249,931.7,1307.5,967,1198.3,1358.7,958,0.07362089591754985,1,1,1,27.91749954,24.74225044,27.30224991,27.91324997,26.99075127,25.26824951,26.31124878,28.19525146,27.59249878,27.17675018,26.28750038,25.57849884,128.0080429,68142.84375,80153.92188,93826.83594,108310.8906,216.9054084,255.1378575,298.6600947,344.7642726
GH201400000042,GHGE71FL,GH,2014,42,GH2014DHS,38128.13672,43347.87109,48859.83594,2670.358832,3034.140715,3449.513978,3888.142204,9434.571429,0.032439717,0.044277975,0.069913064,-9999,5056,5031,5166,4567,4972,5167,5202,39.57142857,12,0.207414948,0.241007805,0.695983132,0.532637179,0.340255827,0.390048087,0.29399398,0.886988449,1672.785714,79437.97755,110712.1686,39374.72457,1636,1414,1837,1319,1451,1655,1143,0.4039062091282436,0,0,3,26.91199875,24.11600113,26.02600098,26.84300041,25.70100021,24.3769989,25.19199944,27.07600021,26.375,25.88999939,25.43199921,24.87199974,14.21428571,1851.797241,2236.624512,2684.449219,3172.663086,147.3613423,177.9849235,213.6216813,252.4725065
GH201400000043,GHGE71FL,GH,2014,43,GH2014DHS,7522.297852,8552.097656,9639.553711,526.8349568,598.6054433,680.5543079,767.0913112,8249.375,0.167965194,0.216978351,0.225075563,-9999,4239,4194,4362,4218,4357,4496,4517,35.125,11.0,0.199100365,0.253657444,0.719447476,0.429485321,0.169034213,0.28185147,0.196309209,3.028275339,1776.125,16417.61062,35086.52666,17571.8401,1728,1407,1679,1322,1322,1657,1241,0.967350959777832,2,3,3,28.12400055,25.08500099,26.89100075,28.37899971,27.1079998,25.38199997,26.45100021,28.55400085,27.52600098,27.20999908,26.5529995,25.92700005,160.8125,1671.719238,2184.169678,2835.771729,3625.446045,133.0311901,173.8107004,225.6635441,288.5038295
GH201400000044,GHGE71FL,GH,2014,44,GH2014DHS,57590.36719,65574.42188,74118.92969,161.1117034,183.3158323,208.7298677,235.9278807,4995.601064,9.62E-05,0.000337261,0.000851025,5,1795,1819.333333,1974.555556,2111.222222,2246.444444,2345.888889,2340.777778,34.61170213,7.0,0.089235344,0.179415499,0.607244911,0.555182934,0.622978687,0.652510047,0.293302149,0.012860952,1943.699468,5698.006293,30039.7957,215175.1874,841.9,766.7,952,917.4,947.4,1033.8,971.6,0.12893906045467296,0,0,0,31.56666565,25.68166606,26.98799896,29.17200216,27.04766846,26.33466593,27.65600077,31.43333435,30.01766713,28.34166718,27.72100067,26.19733175,157.6755319,42244.77734,46244.77734,50373.86719,54147.06641,134.4693027,147.2016981,160.3449993,172.3554655
GH201400000045,GHGE71FL,GH,2014,45,GH2014DHS,39593.53906,45013.88281,50737.69922,110.9196182,126.0301491,143.2836391,161.5031126,7570.394595,0.005771141,0.009653723,0.026526427,-9999,4090.1,4203.4,4313.3,4494.7,4854.5,4886,4930.6,29.68834688,11.0,0.107289473,0.168830346,0.602946792,0.557585335,0.522167015,0.520004431,0.36786569,0.049718934,1617.6,91214.6457,56611.64083,119269.8727,1590.6,1133.9,1395.8,1113.4,1115.7,1464.4,915.4,0.3001827755489865,0,0,1,26.88750076,23.82400131,25.78800011,27.39125061,26.04324913,24.05175018,25.0067482,27.5597496,26.51824951,25.86050034,25.14324951,24.35475159,106.7243243,29462.54688,31622.65039,33818.83594,35705.98438,93.78219944,100.6580225,107.6486982,113.6556782
GH201400000046,GHGE71FL,GH,2014,46,GH2014DHS,18253.75781,20752.69141,23391.53516,51.1371298,58.10351571,66.05786841,74.45756894,7623.105405,0.000855311,0.001045931,0.005453851,4,3551.7,3533.4,3620.3,3668.3,3950.3,3940.1,4003.5,22.7972973,11.0,0.114220624,0.168665545,0.621233363,0.57824403,0.569321036,0.580252707,0.312628835,0.06227803,1728.897297,91089.10396,9607.050641,76233.77199,1464.909091,1097.181818,1246.818182,1207.454545,1059.363636,1351.454545,868,0.4482996347788218,0,0,0,27.51933289,24.20966593,26.18700155,28.20600128,26.54566447,24.32533264,25.25266774,28.3156662,26.77300008,26.34299978,25.41499837,24.8073349,267.3594595,12537.42578,13727.26367,14935.53516,16001.67969,39.90786573,43.69523736,47.54128497,50.93492841
GH201400000047,GHGE71FL,GH,2014,47,GH2014DHS,8874.470703,10089.38477,11372.31543,621.5363445,706.2079399,802.8877295,904.9801075,6254.4,0.63480413,0.638550401,0.651579678,-9999,1193,1203,1120,1309,1141,906,947,43,-9999,0.273600564,0.299682236,0.819602123,0.377696663,0.351177841,0.224886477,0.105549484,0.49217453,1383.9,758.9460612,119264.9525,1050.481378,770,713,864,677,785,1180,828,0.05488741397857666,2,2,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,191.25,2004.031982,2102.898193,2192.776855,2251.522461,159.475798,167.3433211,174.4956378,179.1704646
GH201400000048,GHGE71FL,GH,2014,48,GH2014DHS,52687.54688,59900.46484,67517.19531,147.6019355,167.7096705,190.6691015,214.9139075,9022.644022,0.007586202,0.010173441,0.01558777,-9999,4339.1,4415.6,4568.9,4413,4630.9,4763,4751,26.83152174,11.0,0.011277822,0.076916544,0.529891321,0.547263248,0.434692826,0.542465006,0.418215649,0.069129313,1478.315217,27758.18235,21329.03631,117536.8922,1389.3,1062.6,1397.9,1140.6,1339.6,1528.3,1036.6,0.18040976317032523,0,0,1,27.75300026,24.74550056,27.09125137,27.6970005,26.79325104,25.23675156,26.21374893,27.92849922,27.46175003,27.03499985,26.19675064,25.53125,151.5027174,46863.81641,55933.84766,66416.4375,77744.9375,149.1721607,178.0429668,211.4100866,247.4698221
GH201400000049,GHGE71FL,GH,2014,49,GH2014DHS,89470.57813,101719.0781,114653.3281,6266.20117,7119.842385,8094.547043,9123.821955,5431.9,0.800757476,0.805630207,0.804944924,-9999,1621,1620,1623,1848,2043,1980,1977,77.85714286,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.005289459,1443.2,660.969858,130234.9078,60628.5882,739,585,993,595,738,942,680,0.06918233633041382,3,3,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.1,35578.1875,42275.43359,49917.55469,58039.53906,2831.222203,3364.172114,3972.312788,4618.639768
GH201400000050,GHGE71FL,GH,2014,50,GH2014DHS,27144.75586,30875.30078,34820.10156,76.01965606,86.40444148,98.27913477,110.8358256,5177.667568,0.000195616,0.000893447,0.0012187,1,2111.3,2078.4,2208.4,2396.4,2441.6,2456,2444.6,32.47297297,8.0,0.147597291,0.267011108,0.739945966,0.553855896,0.496602058,0.618812289,0.360050133,0.068429085,1923.383784,6763.873091,25901.29665,255199.4969,1094.083333,920.9166667,1064.25,1025,925.9166667,1111.25,1094.166667,0.6124186335383235,0,0,0,30.91875076,25.66324997,26.31850052,28.86700058,26.49599838,26.13000107,27.54000092,30.87674904,29.41425133,27.8757515,27.58074951,26.12849998,208.5108108,28233.0957,30266.51172,32248.19922,33836.73828,89.86873479,96.34129901,102.6492062,107.7056831
GH201400000051,GHGE71FL,GH,2014,51,GH2014DHS,26175.30469,29709.62891,33488.41406,73.50973909,83.31858257,94.56868597,106.5969327,6794.871658,0.005341313,0.008309463,0.018135558,7,3586.5,3626.666667,3672.666667,3624.25,3962.25,4015.916667,4119.25,30.96791444,11.0,0.135122377,0.202889029,0.667215304,0.598531405,0.562713687,0.506785583,0.326420466,0.026994854,1691.371658,6758.27012,19382.51053,121899.1299,1321.9,1077.9,1172.7,1047.1,1026.9,1374.5,828.3,0.10575961556664125,0,0,0,27.69900004,24.14166768,26.00933329,28.34666697,26.88100179,24.4463323,25.46166484,28.62133535,27.01533508,26.30466715,25.48966471,24.62200165,261.1069519,23973.78516,26044.23438,28142.33008,29998.61328,76.31092826,82.90137281,89.57981885,95.48855179
GH201400000052,GHGE71FL,GH,2014,52,GH2014DHS,21611.26563,24569.84375,27694.05859,60.54305016,68.79079503,78.20824168,88.15292638,9108.217984,0.007142331,0.014646306,0.026726074,-9999,4338,4292.9,4313.8,4177.3,4357.3,4436.9,4416.1,36.85831063,12.0,0.108549368,0.183681951,0.636382353,0.560672188,0.465377649,0.505916405,0.382168992,0.038012125,1597.910082,92723.6784,78798.00967,84798.39119,1592.5,1330.1,1449.5,1215.5,1405.4,1692.5,1236.1,0.7416824216089066,0,0,1,27.67874908,24.75650024,26.44674873,27.79199982,26.54850006,25.2745018,26.17000008,27.92924881,27.28000069,26.86050034,26.22774887,25.53174973,202.8555858,26152.44141,28664.71094,31236.24219,33533.46094,83.24580649,91.24260877,99.42804696,106.7403214
GH201400000053,GHGE71FL,GH,2014,53,GH2014DHS,1800.03833,2046.463135,2306.684326,126.0682779,143.242499,162.8523619,183.5601063,10083.61538,0.643163898,0.684045488,0.698703419,-9999,2272,2138,2332,2838,3234,3215,3193,100,12,0.01076776,0.069416742,0.464419504,0.473575592,0.429610848,0.288854033,0.21016252,7.871599384,1398.538462,675.3088134,61844.49513,170401.2275,1418,1331,1356,1037,1338,1579,1026,0.017276837180058163,3,3,3,27.5,24.41940308,26.985075,27.69552231,26.6776123,25.11343384,25.94179153,27.59850693,26.99253654,26.92238808,25.80895424,25.02388,58,17207.33984,22649.18945,29624.64258,38155.72656,1369.316596,1802.365229,2357.454152,3036.336245
GH201400000054,GHGE71FL,GH,2014,54,GH2014DHS,421901.25,479659.4063,540651.25,1181.938322,1342.953389,1526.80331,1720.946379,10442.46567,0.158717405,0.196944074,0.235816743,-9999,2955.666667,3184.555556,3335.444444,3568.111111,3963.222222,4030.333333,4017.888889,55.41945289,11.0,0.016848681,0.079713197,0.490317689,0.530009778,0.482405726,0.356228097,0.266025909,1.717520363,1405.734328,5933.304139,59270.77413,165142.0323,1503.555556,1313.555556,1449.555556,1085.666667,1354.555556,1661.222222,1156.666667,0.02236052609364921,0,0,3,27.38500023,24.28085136,26.85026932,27.50988007,26.50740433,24.99910736,25.82294846,27.4246254,26.8888855,26.7390976,25.70098686,24.93497086,90.84179104,265620,348278.375,454198.5938,583676.75,845.4947197,1108.604499,1445.759027,1857.900799
GH201400000055,GHGE71FL,GH,2014,55,GH2014DHS,49285.78516,56032.99609,63157.96094,138.0720359,156.8815266,178.3585661,201.0380336,8269.076087,0.004934393,0.005501582,0.005755786,-9999,2756.5,2719,2838.3,2706.3,2812.7,2802.8,2836,30.88043478,11.0,0.228381928,0.296114011,0.824978833,0.485533476,0.208886044,0.374848468,0.24150002,0.034859228,1769.255435,32692.18146,19491.53561,3261.3954,1745.888889,1394.777778,1702.666667,1300.444444,1310.333333,1570.111111,1148.222222,2.1249237060546875,0,0,0,27.80649948,24.71974945,26.63700104,27.97375107,26.83475113,25.02725029,26.12100029,28.16424942,27.18025017,26.95425034,26.23725128,25.52474976,246.5,36475.49609,40697.10938,45499.76953,50549.24219,116.1051101,129.5429225,144.8302646,160.9032353
GH201400000056,GHGE71FL,GH,2014,56,GH2014DHS,48470.63672,55106.25781,62113.375,135.788436,154.2868286,175.4086665,197.7130133,8289.988235,0.035097881,0.048127525,0.072848476,-9999,3600.777778,3664.777778,3709.555556,3830.333333,4184.111111,4310.111111,4288.777778,35.0504451,10.0,0.000864714,0.053369685,0.480756398,0.488460132,0.359793118,0.44409677,0.342362131,0.127347166,1436.758824,7590.838965,52205.28432,135538.1682,1298.444444,952.1111111,1410,938.8888889,1235.777778,1464.222222,1026.333333,0.39739370773087684,0,0,1,27.80103556,24.57625326,27.23206075,27.80158488,26.97776286,25.03285217,26.10590617,28.05900828,27.38239543,27.11259715,26.21635437,25.53263346,72.65294118,57155.58594,66394.38281,76685.90625,87268.16406,181.9318806,211.3398844,244.0988209,277.7831937
GH201400000057,GHGE71FL,GH,2014,57,GH2014DHS,61587.78125,70019.14063,78922.53125,172.5355468,196.0399964,222.8778468,251.2182194,10375.83957,0.00660539,0.007498529,0.010230585,-9999,4005.4,4062,4151.9,4246.7,4606.7,4766.7,4791.3,32.03743316,11.0,0.125302373,0.186534475,0.640959582,0.531714576,0.381677355,0.465663671,0.349761759,0.029358726,1553.713904,58580.07363,67692.12125,95059.32916,1591.833333,1306.916667,1602.666667,1343.416667,1537.5,1738.416667,1184.583333,0.2553264189531459,0,0,0,26.84799957,24.18899918,26.07749939,26.98049927,25.9355011,24.55649948,25.34449959,26.93249893,26.55550003,26.1894989,25.6609993,25.0340004,109.2406417,52121.96094,61663.35547,72583.92188,84234.85938,165.9093545,196.2805566,231.0417991,268.127885
GH201400000058,GHGE71FL,GH,2014,58,GH2014DHS,22556.25391,25644.19922,28905.02734,1579.759686,1794.969654,2040.700534,2300.188991,5589.214286,0.12919726,0.204128663,0.230792125,5,2252,2387,2416,2571,2639,2681,2723,56.14285714,8,0.149396056,0.205915046,0.614120844,0.553417563,0.491386354,0.600099504,0.34684208,8.425211761,1831.214286,30169.6675,60555.75504,178181.5793,1011,894,1055,1011,917,1080,915,0.0698980178151812,0,3,3,29.98399925,25.01199913,26.13100052,29.09000015,26.73699951,25.45299911,26.80500031,30.60900116,28.5720005,27.20899963,26.82299995,25.52899933,34.5,648.8735352,698.7698975,747.7775879,787.9831543,51.63571528,55.60634164,59.50624972,62.70570704
GH201400000059,GHGE71FL,GH,2014,59,GH2014DHS,25608.03906,28859.54102,32534.46484,72.67620235,81.51291999,91.86277217,103.560418,6728.743869,0.005885717,0.008618344,0.013027104,7,4082.25,4175,4180.166667,4511.166667,4892.75,4987.416667,4982.833333,21.55585831,11.0,0.098824441,0.187430944,0.655156508,0.623846118,0.568532817,0.441501427,0.351430384,0.030625834,1692.536785,2344.677421,77289.43905,180443.4063,1406.9,1055.9,1278.4,995.1,1104.4,1370.9,869.8,0.4497180075996253,0,0,0,27.42099953,24.08825111,26.08800125,27.91349792,26.49400139,24.49225044,25.55674934,28.16049957,26.93524933,26.38025093,25.62050056,24.84274864,205.4114441,25117.56836,27330.60156,29664.83594,31926.00195,79.95170326,86.99600672,94.42610552,101.6236205
GH201400000060,GHGE71FL,GH,2014,60,GH2014DHS,5001.30957,5685.988281,6408.998535,350.2739184,397.99157,452.4765706,510.0118986,8723.266667,0.020169048,0.049972787,0.09401087,-9999,4536,4557,4653,4434,4719,4836,4863,26,12,0.066617306,0.133934487,0.565951324,0.461605489,0.418119371,0.480332851,0.317534536,0.181269339,1634.733333,172863.4787,26738.20599,28477.37714,1669,1150,1416,1137,1253,1414,1083,0.03360963662465413,0,1,1,26.40500069,23.18000031,25.15099907,26.33099937,25.21899986,23.49099922,24.63500023,26.55900002,25.7859993,25.40200043,24.71000099,23.97200012,81,3804.375,3555.758301,3346.954834,3143.71582,302.7425433,282.958255,266.3422031,250.1689562
GH201400000061,GHGE71FL,GH,2014,61,GH2014DHS,33366.35938,37934.21094,42757.78906,93.47445219,106.2084206,120.7483437,136.1022697,5038.669312,0.000179457,0.000868105,0.001587169,1,2008.444444,2052.444444,2218.333333,2329.222222,2361.444444,2408.666667,2402.111111,29.49868074,8.0,0.162405188,0.266748078,0.723819407,0.558649812,0.509186813,0.627678667,0.38651933,0.0762091,1897.301587,22294.52712,52318.91196,228698.0581,964.4,886.1,977.7,961.9,872.4,1064.7,949.1,0.20409871661473836,0,0,0,30.66424942,25.40775108,26.31550026,29.01950073,26.61674881,25.87675095,27.2784996,30.75024796,29.12524796,27.73175049,27.31299973,25.8730011,177.0873016,14356.57617,17223.14063,20534.68945,24110.63086,45.69840127,54.82295934,65.36394662,76.74652165
GH201400000062,GHGE71FL,GH,2014,62,GH2014DHS,706.4633789,803.1782227,905.307373,1.979127271,2.248742777,2.556595687,2.881682869,5907.520107,1.96E-06,1.96E-06,4.10E-05,4,2856.4,2824.4,2938.6,3110.6,3218.2,3333,3304.8,19.91420912,9.0,0.125844674,0.168743096,0.596143383,0.580302048,0.530434895,0.631979752,0.42737627,0,1796.605898,69063.17985,0,71447.55501,1165.444444,965.8888889,1159.888889,973.7777778,949.8888889,1237.888889,843.1111111,0.4426745703648626,0,0,0,29.41949844,24.93225098,26.63600159,29.59975052,27.45425034,25.33949852,26.49474907,30.37324905,28.16674805,27.2179985,26.53524971,25.48274994,399.4504021,2521.272949,2802.02002,3094.462891,3365.139648,8.025461054,8.919106737,9.849981306,10.71157218
GH201400000063,GHGE71FL,GH,2014,63,GH2014DHS,98668.01563,112175.6563,126439.5078,276.4142871,314.0700483,357.0662039,402.4694534,10613.2,0.051173243,0.072940641,0.08534997,-9999,3489.25,3557.125,3649.5,3805.25,4244.25,4212.875,4208,38.27108434,12.0,0.029632627,0.097511661,0.523142665,0.556080598,0.536681835,0.418154423,0.310473809,0.809275128,1392.734328,7074.299018,73124.48798,157142.308,1395.777778,1160.333333,1397.222222,1049.444444,1356.222222,1544.666667,1099.888889,0.01460339383381169,0,0,1,27.39174271,24.23555374,26.92934608,27.5099144,26.53673363,25.01614761,25.80295372,27.35715103,26.83107185,26.72615814,25.67607498,24.85838699,110.3074627,64506.21875,75122.21875,88076.70313,103004.2734,205.3296715,239.121449,280.3568535,327.8727854
